Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
LW,Mason Shaw (26069958),Mason Shaw,26069958,W/UTIL,2600,MIN@WPG 12/27/2022 08:00PM ET,MIN,5.55
RW,Blake Coleman (26069944),Blake Coleman,26069944,W/UTIL,2600,EDM@CGY 12/27/2022 09:00PM ET,CGY,6.37
LW,Mattias Janmark (26069950),Mattias Janmark,26069950,W/UTIL,2600,EDM@CGY 12/27/2022 09:00PM ET,EDM,4.08
RW,Kailer Yamamoto (26069952),Kailer Yamamoto,26069952,W/UTIL,2600,EDM@CGY 12/27/2022 09:00PM ET,EDM,4.17
D,Nikita Zadorov (26070482),Nikita Zadorov,26070482,D/UTIL,2600,EDM@CGY 12/27/2022 09:00PM ET,CGY,5.68
RW,Logan O'Connor (26069938),Logan O'Connor,26069938,W/UTIL,2600,COL@ARI 12/27/2022 09:00PM ET,COL,6.14
LW,Andrew Cogliano (26069940),Andrew Cogliano,26069940,W/UTIL,2600,COL@ARI 12/27/2022 09:00PM ET,COL,4.86
LW,Nick Ritchie (26069942),Nick Ritchie,26069942,W/UTIL,2600,COL@ARI 12/27/2022 09:00PM ET,ARI,5.61
LW,Matt Nieto (26069956),Matt Nieto,26069956,W/UTIL,2600,SJ@VAN 12/27/2022 10:00PM ET,SJ,6.11
C,Tomas Nosek (26069600),Tomas Nosek,26069600,C/UTIL,2500,BOS@OTT 12/27/2022 07:00PM ET,BOS,3.44
C,Matt Filipe (26069602),Matt Filipe,26069602,C/UTIL,2500,BOS@OTT 12/27/2022 07:00PM ET,BOS,0
C,Mark Kastelic (26069664),Mark Kastelic,26069664,C/UTIL,2500,BOS@OTT 12/27/2022 07:00PM ET,OTT,3.63
C,Rourke Chartier (26069666),Rourke Chartier,26069666,C/UTIL,2500,BOS@OTT 12/27/2022 07:00PM ET,OTT,2.65
RW,Trent Frederic (26070012),Trent Frederic,26070012,W/UTIL,2500,BOS@OTT 12/27/2022 07:00PM ET,BOS,5.24
LW,Nick Foligno (26070014),Nick Foligno,26070014,W/UTIL,2500,BOS@OTT 12/27/2022 07:00PM ET,BOS,5.85
RW,Craig Smith (26070016),Craig Smith,26070016,W/UTIL,2500,BOS@OTT 12/27/2022 07:00PM ET,BOS,3.34
RW,A.J. Greer (26070018),A.J. Greer,26070018,W/UTIL,2500,BOS@OTT 12/27/2022 07:00PM ET,BOS,4.04
RW,Austin Watson (26070196),Austin Watson,26070196,W/UTIL,2500,BOS@OTT 12/27/2022 07:00PM ET,OTT,3.30
LW,Dylan Gambrell (26070198),Dylan Gambrell,26070198,W/UTIL,2500,BOS@OTT 12/27/2022 07:00PM ET,OTT,2.76
RW,Parker Kelly (26070200),Parker Kelly,26070200,W/UTIL,2500,BOS@OTT 12/27/2022 07:00PM ET,OTT,2.55
RW,Mathieu Joseph (26070202),Mathieu Joseph,26070202,W/UTIL,2500,BOS@OTT 12/27/2022 07:00PM ET,OTT,4.86
RW,Scott Sabourin (26070204),Scott Sabourin,26070204,W/UTIL,2500,BOS@OTT 12/27/2022 07:00PM ET,OTT,0
LW,Jake Lucchini (26070206),Jake Lucchini,26070206,W/UTIL,2500,BOS@OTT 12/27/2022 07:00PM ET,OTT,1.5
D,Connor Clifton (26070524),Connor Clifton,26070524,D/UTIL,2500,BOS@OTT 12/27/2022 07:00PM ET,BOS,6.44
D,Derek Forbort (26070526),Derek Forbort,26070526,D/UTIL,2500,BOS@OTT 12/27/2022 07:00PM ET,BOS,5.54
D,Jakub Zboril (26070528),Jakub Zboril,26070528,D/UTIL,2500,BOS@OTT 12/27/2022 07:00PM ET,BOS,2.68
D,Anton Stralman (26070530),Anton Stralman,26070530,D/UTIL,2500,BOS@OTT 12/27/2022 07:00PM ET,BOS,2.56
D,Mike Reilly (26070532),Mike Reilly,26070532,D/UTIL,2500,BOS@OTT 12/27/2022 07:00PM ET,BOS,3.9
D,Nick Holden (26070666),Nick Holden,26070666,D/UTIL,2500,BOS@OTT 12/27/2022 07:00PM ET,OTT,4.52
D,Jacob Bernard-Docker (26070668),Jacob Bernard-Docker,26070668,D/UTIL,2500,BOS@OTT 12/27/2022 07:00PM ET,OTT,3.63
D,Lassi Thomson (26070670),Lassi Thomson,26070670,D/UTIL,2500,BOS@OTT 12/27/2022 07:00PM ET,OTT,0.75
D,Jacob Larsson (26070672),Jacob Larsson,26070672,D/UTIL,2500,BOS@OTT 12/27/2022 07:00PM ET,OTT,1.87
D,Dillon Heatherington (26070674),Dillon Heatherington,26070674,D/UTIL,2500,BOS@OTT 12/27/2022 07:00PM ET,OTT,1.3
D,Jonathan Aspirot (26070676),Jonathan Aspirot,26070676,D/UTIL,2500,BOS@OTT 12/27/2022 07:00PM ET,OTT,0
C,Nicklas Backstrom (26069606),Nicklas Backstrom,26069606,C/UTIL,2500,WAS@NYR 12/27/2022 07:00PM ET,WAS,0
C,Jonny Brodzinski (26069658),Jonny Brodzinski,26069658,C/UTIL,2500,WAS@NYR 12/27/2022 07:00PM ET,NYR,4.62
C,Ryan Carpenter (26069660),Ryan Carpenter,26069660,C/UTIL,2500,WAS@NYR 12/27/2022 07:00PM ET,NYR,2.78
RW,Nicolas Aube-Kubel (26070038),Nicolas Aube-Kubel,26070038,W/UTIL,2500,WAS@NYR 12/27/2022 07:00PM ET,WAS,3.02
RW,Garnet Hathaway (26070040),Garnet Hathaway,26070040,W/UTIL,2500,WAS@NYR 12/27/2022 07:00PM ET,WAS,4.82
LW,Aliaksei Protas (26070042),Aliaksei Protas,26070042,W/UTIL,2500,WAS@NYR 12/27/2022 07:00PM ET,WAS,3.34
LW,Beck Malenstyn (26070044),Beck Malenstyn,26070044,W/UTIL,2500,WAS@NYR 12/27/2022 07:00PM ET,WAS,4.42
RW,Joe Snively (26070046),Joe Snively,26070046,W/UTIL,2500,WAS@NYR 12/27/2022 07:00PM ET,WAS,4.22
LW,Carl Hagelin (26070048),Carl Hagelin,26070048,W/UTIL,2500,WAS@NYR 12/27/2022 07:00PM ET,WAS,0
RW,Connor Brown (26070050),Connor Brown,26070050,W/UTIL,2500,WAS@NYR 12/27/2022 07:00PM ET,WAS,1.08
RW,Kody Clark (26070052),Kody Clark,26070052,W/UTIL,2500,WAS@NYR 12/27/2022 07:00PM ET,WAS,0
LW,Connor McMichael (26070054),Connor McMichael,26070054,W/UTIL,2500,WAS@NYR 12/27/2022 07:00PM ET,WAS,1.65
RW,Julien Gauthier (26070178),Julien Gauthier,26070178,W/UTIL,2500,WAS@NYR 12/27/2022 07:00PM ET,NYR,3.92
LW,Vitali Kravtsov (26070180),Vitali Kravtsov,26070180,W/UTIL,2500,WAS@NYR 12/27/2022 07:00PM ET,NYR,2.73
LW,Sammy Blais (26070182),Sammy Blais,26070182,W/UTIL,2500,WAS@NYR 12/27/2022 07:00PM ET,NYR,2.52
D,Trevor van Riemsdyk (26070544),Trevor van Riemsdyk,26070544,D/UTIL,2500,WAS@NYR 12/27/2022 07:00PM ET,WAS,6.36
D,Matt Irwin (26070546),Matt Irwin,26070546,D/UTIL,2500,WAS@NYR 12/27/2022 07:00PM ET,WAS,4.17
D,Alexander Alexeyev (26070548),Alexander Alexeyev,26070548,D/UTIL,2500,WAS@NYR 12/27/2022 07:00PM ET,WAS,5.18
D,Martin Fehervary (26070550),Martin Fehervary,26070550,D/UTIL,2500,WAS@NYR 12/27/2022 07:00PM ET,WAS,5.64
D,Lucas Johansen (26070552),Lucas Johansen,26070552,D/UTIL,2500,WAS@NYR 12/27/2022 07:00PM ET,WAS,4.2
D,Braden Schneider (26070648),Braden Schneider,26070648,D/UTIL,2500,WAS@NYR 12/27/2022 07:00PM ET,NYR,5.42
D,Ben Harpur (26070650),Ben Harpur,26070650,D/UTIL,2500,WAS@NYR 12/27/2022 07:00PM ET,NYR,3.76
D,Libor Hajek (26070652),Libor Hajek,26070652,D/UTIL,2500,WAS@NYR 12/27/2022 07:00PM ET,NYR,3.75
D,Zac Jones (26070654),Zac Jones,26070654,D/UTIL,2500,WAS@NYR 12/27/2022 07:00PM ET,NYR,3.74
C,Jujhar Khaira (26069582),Jujhar Khaira,26069582,C/UTIL,2500,CHI@CAR 12/27/2022 07:00PM ET,CHI,3.98
C,Reese Johnson (26069584),Reese Johnson,26069584,C/UTIL,2500,CHI@CAR 12/27/2022 07:00PM ET,CHI,2.47
C,Jalen Luypen (26069586),Jalen Luypen,26069586,C/UTIL,2500,CHI@CAR 12/27/2022 07:00PM ET,CHI,0
C,Jack Drury (26069622),Jack Drury,26069622,C/UTIL,2500,CHI@CAR 12/27/2022 07:00PM ET,CAR,3.46
RW,MacKenzie Entwistle (26069980),MacKenzie Entwistle,26069980,W/UTIL,2500,CHI@CAR 12/27/2022 07:00PM ET,CHI,2.74
LW,Boris Katchouk (26069982),Boris Katchouk,26069982,W/UTIL,2500,CHI@CAR 12/27/2022 07:00PM ET,CHI,2.46
RW,Colin Blackwell (26069984),Colin Blackwell,26069984,W/UTIL,2500,CHI@CAR 12/27/2022 07:00PM ET,CHI,2.83
RW,Jesper Fast (26070086),Jesper Fast,26070086,W/UTIL,2500,CHI@CAR 12/27/2022 07:00PM ET,CAR,4.78
RW,Derek Stepan (26070088),Derek Stepan,26070088,W/UTIL,2500,CHI@CAR 12/27/2022 07:00PM ET,CAR,3.49
LW,Max Pacioretty (26070090),Max Pacioretty,26070090,W/UTIL,2500,CHI@CAR 12/27/2022 07:00PM ET,CAR,0
RW,Ondrej Kase (26070092),Ondrej Kase,26070092,W/UTIL,2500,CHI@CAR 12/27/2022 07:00PM ET,CAR,0
D,Isaak Phillips (26070494),Isaak Phillips,26070494,D/UTIL,2500,CHI@CAR 12/27/2022 07:00PM ET,CHI,3.65
D,Ian Mitchell (26070496),Ian Mitchell,26070496,D/UTIL,2500,CHI@CAR 12/27/2022 07:00PM ET,CHI,4.41
D,Jarred Tinordi (26070498),Jarred Tinordi,26070498,D/UTIL,2500,CHI@CAR 12/27/2022 07:00PM ET,CHI,4.70
D,Alec Regula (26070500),Alec Regula,26070500,D/UTIL,2500,CHI@CAR 12/27/2022 07:00PM ET,CHI,4.1
D,Filip Roos (26070502),Filip Roos,26070502,D/UTIL,2500,CHI@CAR 12/27/2022 07:00PM ET,CHI,5.01
D,Jalen Chatfield (26070576),Jalen Chatfield,26070576,D/UTIL,2500,CHI@CAR 12/27/2022 07:00PM ET,CAR,3.43
D,Calvin de Haan (26070578),Calvin de Haan,26070578,D/UTIL,2500,CHI@CAR 12/27/2022 07:00PM ET,CAR,4.25
D,Dylan Coghlan (26070580),Dylan Coghlan,26070580,D/UTIL,2500,CHI@CAR 12/27/2022 07:00PM ET,CAR,4.77
D,Cavan Fitzgerald (26070582),Cavan Fitzgerald,26070582,D/UTIL,2500,CHI@CAR 12/27/2022 07:00PM ET,CAR,0
D,Jake Gardiner (26070584),Jake Gardiner,26070584,D/UTIL,2500,CHI@CAR 12/27/2022 07:00PM ET,CAR,0
D,Maxime Lajoie (26070586),Maxime Lajoie,26070586,D/UTIL,2500,CHI@CAR 12/27/2022 07:00PM ET,CAR,1
C,Josh Dunne (26069588),Josh Dunne,26069588,C/UTIL,2500,BUF@CLS 12/27/2022 07:30PM ET,CLS,0
C,Cole Sillinger (26069590),Cole Sillinger,26069590,C/UTIL,2500,BUF@CLS 12/27/2022 07:30PM ET,CLS,3.80
C,Brendan Gaunce (26069592),Brendan Gaunce,26069592,C/UTIL,2500,BUF@CLS 12/27/2022 07:30PM ET,CLS,4.22
C,Peyton Krebs (26069662),Peyton Krebs,26069662,C/UTIL,2500,BUF@CLS 12/27/2022 07:30PM ET,BUF,3.54
LW,Eric Robinson (26069986),Eric Robinson,26069986,W/UTIL,2500,BUF@CLS 12/27/2022 07:30PM ET,CLS,4.77
RW,Mathieu Olivier (26069988),Mathieu Olivier,26069988,W/UTIL,2500,BUF@CLS 12/27/2022 07:30PM ET,CLS,4.34
LW,Liam Foudy (26069990),Liam Foudy,26069990,W/UTIL,2500,BUF@CLS 12/27/2022 07:30PM ET,CLS,1.97
RW,Carson Meyer (26069992),Carson Meyer,26069992,W/UTIL,2500,BUF@CLS 12/27/2022 07:30PM ET,CLS,2.27
LW,Joona Luoto (26069994),Joona Luoto,26069994,W/UTIL,2500,BUF@CLS 12/27/2022 07:30PM ET,CLS,0
RW,Emil Bemstrom (26069996),Emil Bemstrom,26069996,W/UTIL,2500,BUF@CLS 12/27/2022 07:30PM ET,CLS,7.9
RW,Trey Fix-Wolansky (26069998),Trey Fix-Wolansky,26069998,W/UTIL,2500,BUF@CLS 12/27/2022 07:30PM ET,CLS,3.55
LW,Tyson Jost (26070184),Tyson Jost,26070184,W/UTIL,2500,BUF@CLS 12/27/2022 07:30PM ET,BUF,4.03
LW,Zemgus Girgensons (26070186),Zemgus Girgensons,26070186,W/UTIL,2500,BUF@CLS 12/27/2022 07:30PM ET,BUF,3.90
RW,Vinnie Hinostroza (26070188),Vinnie Hinostroza,26070188,W/UTIL,2500,BUF@CLS 12/27/2022 07:30PM ET,BUF,4.65
LW,Rasmus Asplund (26070190),Rasmus Asplund,26070190,W/UTIL,2500,BUF@CLS 12/27/2022 07:30PM ET,BUF,4.55
LW,Riley Sheahan (26070192),Riley Sheahan,26070192,W/UTIL,2500,BUF@CLS 12/27/2022 07:30PM ET,BUF,0.65
LW,Anders Bjork (26070194),Anders Bjork,26070194,W/UTIL,2500,BUF@CLS 12/27/2022 07:30PM ET,BUF,1.5
D,Tim Berni (26070504),Tim Berni,26070504,D/UTIL,2500,BUF@CLS 12/27/2022 07:30PM ET,CLS,4.52
D,Jake Christiansen (26070506),Jake Christiansen,26070506,D/UTIL,2500,BUF@CLS 12/27/2022 07:30PM ET,CLS,3.92
D,Gavin Bayreuther (26070508),Gavin Bayreuther,26070508,D/UTIL,2500,BUF@CLS 12/27/2022 07:30PM ET,CLS,4.85
D,Zach Werenski (26070510),Zach Werenski,26070510,D/UTIL,2500,BUF@CLS 12/27/2022 07:30PM ET,CLS,12.4
D,Billy Sweezey (26070512),Billy Sweezey,26070512,D/UTIL,2500,BUF@CLS 12/27/2022 07:30PM ET,CLS,0
D,Lawrence Pilut (26070656),Lawrence Pilut,26070656,D/UTIL,2500,BUF@CLS 12/27/2022 07:30PM ET,BUF,3.72
D,Ilya Lyubushkin (26070658),Ilya Lyubushkin,26070658,D/UTIL,2500,BUF@CLS 12/27/2022 07:30PM ET,BUF,3.47
D,Casey Fitzgerald (26070660),Casey Fitzgerald,26070660,D/UTIL,2500,BUF@CLS 12/27/2022 07:30PM ET,BUF,2.24
D,Jacob Bryson (26070662),Jacob Bryson,26070662,D/UTIL,2500,BUF@CLS 12/27/2022 07:30PM ET,BUF,5.48
D,Jeremy Davies (26070664),Jeremy Davies,26070664,D/UTIL,2500,BUF@CLS 12/27/2022 07:30PM ET,BUF,2.8
C,Casey Cizikas (26069624),Casey Cizikas,26069624,C/UTIL,2500,PIT@NYI 12/27/2022 07:30PM ET,NYI,4.04
C,Cole Bardreau (26069626),Cole Bardreau,26069626,C/UTIL,2500,PIT@NYI 12/27/2022 07:30PM ET,NYI,0
C,Teddy Blueger (26069652),Teddy Blueger,26069652,C/UTIL,2500,PIT@NYI 12/27/2022 07:30PM ET,PIT,4.61
C,Filip Hallander (26069654),Filip Hallander,26069654,C/UTIL,2500,PIT@NYI 12/27/2022 07:30PM ET,PIT,3.45
RW,Simon Holmstrom (26070094),Simon Holmstrom,26070094,W/UTIL,2500,PIT@NYI 12/27/2022 07:30PM ET,NYI,2.59
LW,Matt Martin (26070096),Matt Martin,26070096,W/UTIL,2500,PIT@NYI 12/27/2022 07:30PM ET,NYI,3.52
RW,Hudson Fasching (26070098),Hudson Fasching,26070098,W/UTIL,2500,PIT@NYI 12/27/2022 07:30PM ET,NYI,3.95
RW,Ross Johnston (26070100),Ross Johnston,26070100,W/UTIL,2500,PIT@NYI 12/27/2022 07:30PM ET,NYI,2.12
RW,Cal Clutterbuck (26070102),Cal Clutterbuck,26070102,W/UTIL,2500,PIT@NYI 12/27/2022 07:30PM ET,NYI,3.97
RW,Nikita Soshnikov (26070104),Nikita Soshnikov,26070104,W/UTIL,2500,PIT@NYI 12/27/2022 07:30PM ET,NYI,2
LW,Brock McGinn (26070156),Brock McGinn,26070156,W/UTIL,2500,PIT@NYI 12/27/2022 07:30PM ET,PIT,6.56
LW,Drew O'Connor (26070158),Drew O'Connor,26070158,W/UTIL,2500,PIT@NYI 12/27/2022 07:30PM ET,PIT,2.48
LW,Ryan Poehling (26070160),Ryan Poehling,26070160,W/UTIL,2500,PIT@NYI 12/27/2022 07:30PM ET,PIT,4.46
RW,Josh Archibald (26070162),Josh Archibald,26070162,W/UTIL,2500,PIT@NYI 12/27/2022 07:30PM ET,PIT,3.99
LW,Sam Poulin (26070164),Sam Poulin,26070164,W/UTIL,2500,PIT@NYI 12/27/2022 07:30PM ET,PIT,3.1
D,Jan Rutta (26070626),Jan Rutta,26070626,D/UTIL,2500,PIT@NYI 12/27/2022 07:30PM ET,PIT,5.17
D,Pierre-Olivier Joseph (26070628),Pierre-Olivier Joseph,26070628,D/UTIL,2500,PIT@NYI 12/27/2022 07:30PM ET,PIT,4.54
D,Chad Ruhwedel (26070630),Chad Ruhwedel,26070630,D/UTIL,2500,PIT@NYI 12/27/2022 07:30PM ET,PIT,2.66
D,Mark Friedman (26070632),Mark Friedman,26070632,D/UTIL,2500,PIT@NYI 12/27/2022 07:30PM ET,PIT,0
C,Logan Brown (26069594),Logan Brown,26069594,C/UTIL,2500,TOR@STL 12/27/2022 08:00PM ET,STL,2.34
C,Nikita Alexandrov (26069596),Nikita Alexandrov,26069596,C/UTIL,2500,TOR@STL 12/27/2022 08:00PM ET,STL,2.78
C,Tanner Dickinson (26069598),Tanner Dickinson,26069598,C/UTIL,2500,TOR@STL 12/27/2022 08:00PM ET,STL,0
C,Pontus Holmberg (26069638),Pontus Holmberg,26069638,C/UTIL,2500,TOR@STL 12/27/2022 08:00PM ET,TOR,3.93
C,Semyon Der-Arguchintsev (26069640),Semyon Der-Arguchintsev,26069640,C/UTIL,2500,TOR@STL 12/27/2022 08:00PM ET,TOR,0
RW,Tyler Pitlick (26070000),Tyler Pitlick,26070000,W/UTIL,2500,TOR@STL 12/27/2022 08:00PM ET,STL,1.96
LW,Alexey Toropchenko (26070002),Alexey Toropchenko,26070002,W/UTIL,2500,TOR@STL 12/27/2022 08:00PM ET,STL,3.14
RW,Nathan Walker (26070004),Nathan Walker,26070004,W/UTIL,2500,TOR@STL 12/27/2022 08:00PM ET,STL,2.97
RW,Will Bitten (26070006),Will Bitten,26070006,W/UTIL,2500,TOR@STL 12/27/2022 08:00PM ET,STL,1.25
LW,Jake Neighbours (26070008),Jake Neighbours,26070008,W/UTIL,2500,TOR@STL 12/27/2022 08:00PM ET,STL,2.67
LW,Matthew Peca (26070010),Matthew Peca,26070010,W/UTIL,2500,TOR@STL 12/27/2022 08:00PM ET,STL,0
LW,Calle Jarnkrok (26070128),Calle Jarnkrok,26070128,W/UTIL,2500,TOR@STL 12/27/2022 08:00PM ET,TOR,5.29
LW,Alexander Kerfoot (26070130),Alexander Kerfoot,26070130,W/UTIL,2500,TOR@STL 12/27/2022 08:00PM ET,TOR,6.21
RW,Pierre Engvall (26070132),Pierre Engvall,26070132,W/UTIL,2500,TOR@STL 12/27/2022 08:00PM ET,TOR,4.98
RW,Joey Anderson (26070134),Joey Anderson,26070134,W/UTIL,2500,TOR@STL 12/27/2022 08:00PM ET,TOR,2.6
LW,Zach Aston-Reese (26070136),Zach Aston-Reese,26070136,W/UTIL,2500,TOR@STL 12/27/2022 08:00PM ET,TOR,3.72
RW,Wayne Simmonds (26070138),Wayne Simmonds,26070138,W/UTIL,2500,TOR@STL 12/27/2022 08:00PM ET,TOR,2.74
LW,Dryden Hunt (26070140),Dryden Hunt,26070140,W/UTIL,2500,TOR@STL 12/27/2022 08:00PM ET,TOR,1.66
LW,Rodion Amirov (26070142),Rodion Amirov,26070142,W/UTIL,2500,TOR@STL 12/27/2022 08:00PM ET,TOR,0
LW,Kyle Clifford (26070144),Kyle Clifford,26070144,W/UTIL,2500,TOR@STL 12/27/2022 08:00PM ET,TOR,4
D,Niko Mikkola (26070514),Niko Mikkola,26070514,D/UTIL,2500,TOR@STL 12/27/2022 08:00PM ET,STL,3.55
D,Robert Bortuzzo (26070516),Robert Bortuzzo,26070516,D/UTIL,2500,TOR@STL 12/27/2022 08:00PM ET,STL,2.50
D,Scott Perunovich (26070518),Scott Perunovich,26070518,D/UTIL,2500,TOR@STL 12/27/2022 08:00PM ET,STL,0
D,Marco Scandella (26070520),Marco Scandella,26070520,D/UTIL,2500,TOR@STL 12/27/2022 08:00PM ET,STL,0
D,Tyler Tucker (26070522),Tyler Tucker,26070522,D/UTIL,2500,TOR@STL 12/27/2022 08:00PM ET,STL,4.2
D,Conor Timmins (26070610),Conor Timmins,26070610,D/UTIL,2500,TOR@STL 12/27/2022 08:00PM ET,TOR,5.02
D,Mac Hollowell (26070612),Mac Hollowell,26070612,D/UTIL,2500,TOR@STL 12/27/2022 08:00PM ET,TOR,4.47
D,Victor Mete (26070614),Victor Mete,26070614,D/UTIL,2500,TOR@STL 12/27/2022 08:00PM ET,TOR,2.93
D,Carl Dahlstrom (26070616),Carl Dahlstrom,26070616,D/UTIL,2500,TOR@STL 12/27/2022 08:00PM ET,TOR,0
C,Mark Jankowski (26069656),Mark Jankowski,26069656,C/UTIL,2500,DAL@NSH 12/27/2022 08:00PM ET,NSH,5.51
C,Radek Faksa (26069670),Radek Faksa,26069670,C/UTIL,2500,DAL@NSH 12/27/2022 08:00PM ET,DAL,3.57
C,Fredrik Karlstrom (26069672),Fredrik Karlstrom,26069672,C/UTIL,2500,DAL@NSH 12/27/2022 08:00PM ET,DAL,0
RW,Tanner Jeannot (26070166),Tanner Jeannot,26070166,W/UTIL,2500,DAL@NSH 12/27/2022 08:00PM ET,NSH,4.98
LW,Yakov Trenin (26070168),Yakov Trenin,26070168,W/UTIL,2500,DAL@NSH 12/27/2022 08:00PM ET,NSH,5.12
RW,Colton Sissons (26070170),Colton Sissons,26070170,W/UTIL,2500,DAL@NSH 12/27/2022 08:00PM ET,NSH,4
LW,Cole Smith (26070172),Cole Smith,26070172,W/UTIL,2500,DAL@NSH 12/27/2022 08:00PM ET,NSH,3.12
RW,Michael McCarron (26070174),Michael McCarron,26070174,W/UTIL,2500,DAL@NSH 12/27/2022 08:00PM ET,NSH,4.33
RW,Zach Sanford (26070176),Zach Sanford,26070176,W/UTIL,2500,DAL@NSH 12/27/2022 08:00PM ET,NSH,4.72
LW,Joel Kiviranta (26070222),Joel Kiviranta,26070222,W/UTIL,2500,DAL@NSH 12/27/2022 08:00PM ET,DAL,3.78
RW,Luke Glendening (26070224),Luke Glendening,26070224,W/UTIL,2500,DAL@NSH 12/27/2022 08:00PM ET,DAL,3.7
LW,Riley Tufte (26070226),Riley Tufte,26070226,W/UTIL,2500,DAL@NSH 12/27/2022 08:00PM ET,DAL,0.5
LW,Denis Gurianov (26070228),Denis Gurianov,26070228,W/UTIL,2500,DAL@NSH 12/27/2022 08:00PM ET,DAL,4.36
RW,Nick Caamano (26070230),Nick Caamano,26070230,W/UTIL,2500,DAL@NSH 12/27/2022 08:00PM ET,DAL,0
RW,Matej Blumel (26070232),Matej Blumel,26070232,W/UTIL,2500,DAL@NSH 12/27/2022 08:00PM ET,DAL,3.6
D,Alexandre Carrier (26070634),Alexandre Carrier,26070634,D/UTIL,2500,DAL@NSH 12/27/2022 08:00PM ET,NSH,4.38
D,Dante Fabbro (26070636),Dante Fabbro,26070636,D/UTIL,2500,DAL@NSH 12/27/2022 08:00PM ET,NSH,6.19
D,Jeremy Lauzon (26070638),Jeremy Lauzon,26070638,D/UTIL,2500,DAL@NSH 12/27/2022 08:00PM ET,NSH,3.27
D,Mark Borowiecki (26070640),Mark Borowiecki,26070640,D/UTIL,2500,DAL@NSH 12/27/2022 08:00PM ET,NSH,0.43
D,Jordan Gross (26070642),Jordan Gross,26070642,D/UTIL,2500,DAL@NSH 12/27/2022 08:00PM ET,NSH,7.71
D,Roland McKeown (26070644),Roland McKeown,26070644,D/UTIL,2500,DAL@NSH 12/27/2022 08:00PM ET,NSH,1.73
D,Kevin Gravel (26070646),Kevin Gravel,26070646,D/UTIL,2500,DAL@NSH 12/27/2022 08:00PM ET,NSH,3.45
D,Colin Miller (26070686),Colin Miller,26070686,D/UTIL,2500,DAL@NSH 12/27/2022 08:00PM ET,DAL,4.29
D,Joel Hanley (26070688),Joel Hanley,26070688,D/UTIL,2500,DAL@NSH 12/27/2022 08:00PM ET,DAL,2.96
C,Kevin Stenlund (26069628),Kevin Stenlund,26069628,C/UTIL,2500,MIN@WPG 12/27/2022 08:00PM ET,WPG,5.84
C,Steven Fogarty (26069674),Steven Fogarty,26069674,C/UTIL,2500,MIN@WPG 12/27/2022 08:00PM ET,MIN,0
C,Marco Rossi (26069676),Marco Rossi,26069676,C/UTIL,2500,MIN@WPG 12/27/2022 08:00PM ET,MIN,1.91
C,Joseph Cramarossa (26069678),Joseph Cramarossa,26069678,C/UTIL,2500,MIN@WPG 12/27/2022 08:00PM ET,MIN,2.82
C,Sammy Walker (26069680),Sammy Walker,26069680,C/UTIL,2500,MIN@WPG 12/27/2022 08:00PM ET,MIN,1.45
LW,Morgan Barron (26070106),Morgan Barron,26070106,W/UTIL,2500,MIN@WPG 12/27/2022 08:00PM ET,WPG,6.27
RW,Jansen Harkins (26070108),Jansen Harkins,26070108,W/UTIL,2500,MIN@WPG 12/27/2022 08:00PM ET,WPG,3.90
RW,Axel Jonsson-Fjallby (26070110),Axel Jonsson-Fjallby,26070110,W/UTIL,2500,MIN@WPG 12/27/2022 08:00PM ET,WPG,3.28
LW,David Gustafsson (26070112),David Gustafsson,26070112,W/UTIL,2500,MIN@WPG 12/27/2022 08:00PM ET,WPG,2.71
RW,Michael Eyssimont (26070114),Michael Eyssimont,26070114,W/UTIL,2500,MIN@WPG 12/27/2022 08:00PM ET,WPG,4.18
RW,Saku Maenalanen (26070116),Saku Maenalanen,26070116,W/UTIL,2500,MIN@WPG 12/27/2022 08:00PM ET,WPG,4.37
LW,Dominic Toninato (26070118),Dominic Toninato,26070118,W/UTIL,2500,MIN@WPG 12/27/2022 08:00PM ET,WPG,3.45
LW,Jordan Greenway (26070234),Jordan Greenway,26070234,W/UTIL,2500,MIN@WPG 12/27/2022 08:00PM ET,MIN,3.89
RW,Ryan Reaves (26070236),Ryan Reaves,26070236,W/UTIL,2500,MIN@WPG 12/27/2022 08:00PM ET,MIN,1.85
LW,Adam Beckman (26070238),Adam Beckman,26070238,W/UTIL,2500,MIN@WPG 12/27/2022 08:00PM ET,MIN,2.58
RW,Pavel Novak (26070240),Pavel Novak,26070240,W/UTIL,2500,MIN@WPG 12/27/2022 08:00PM ET,MIN,0
LW,Nic Petan (26070242),Nic Petan,26070242,W/UTIL,2500,MIN@WPG 12/27/2022 08:00PM ET,MIN,2.86
D,Dylan Samberg (26070588),Dylan Samberg,26070588,D/UTIL,2500,MIN@WPG 12/27/2022 08:00PM ET,WPG,5.58
D,Brenden Dillon (26070590),Brenden Dillon,26070590,D/UTIL,2500,MIN@WPG 12/27/2022 08:00PM ET,WPG,5.56
D,Ville Heinola (26070592),Ville Heinola,26070592,D/UTIL,2500,MIN@WPG 12/27/2022 08:00PM ET,WPG,1.38
D,Kyle Capobianco (26070594),Kyle Capobianco,26070594,D/UTIL,2500,MIN@WPG 12/27/2022 08:00PM ET,WPG,2.85
D,Logan Stanley (26070596),Logan Stanley,26070596,D/UTIL,2500,MIN@WPG 12/27/2022 08:00PM ET,WPG,3.7
